CD_GEOCMU;NM_MUNICIP;BIOMA
2804458;NOSSA SENHORA APARECIDA;Caatinga
2804458;NOSSA SENHORA APARECIDA;Mata Atlântica
2804508;NOSSA SENHORA DA GLÓRIA;Caatinga
2804607;NOSSA SENHORA DAS DORES;Caatinga
2804607;NOSSA SENHORA DAS DORES;Mata Atlântica
4116406;NOSSA SENHORA DAS GRAÇAS;Mata Atlântica
2804706;NOSSA SENHORA DE LOURDES;Caatinga
2206753;NOSSA SENHORA DE NAZARÉ;Cerrado
5106109;NOSSA SENHORA DO LIVRAMENTO;Cerrado
5106109;NOSSA SENHORA DO LIVRAMENTO;Pantanal
2804805;NOSSA SENHORA DO SOCORRO;Mata Atlântica
2206803;NOSSA SENHORA DOS REMÉDIOS;Cerrado
3532801;NOVA ALIANÇA;Mata Atlântica
4116505;NOVA ALIANÇA DO IVAÍ;Mata Atlântica
4312757;NOVA ALVORADA;Mata Atlântica
5006002;NOVA ALVORADA DO SUL;Cerrado
5006002;NOVA ALVORADA DO SUL;Mata Atlântica
5214705;NOVA AMÉRICA;Cerrado
4116604;NOVA AMÉRICA DA COLINA;Mata Atlântica
5006200;NOVA ANDRADINA;Cerrado
5006200;NOVA ANDRADINA;Mata Atlântica
4312807;NOVA ARAÇÁ;Mata Atlântica
5214804;NOVA AURORA;Cerrado
4116703;NOVA AURORA;Mata Atlântica
5106158;NOVA BANDEIRANTES;Amazônia
4312906;NOVA BASSANO;Mata Atlântica
3144672;NOVA BELÉM;Mata Atlântica
4312955;NOVA BOA VISTA;Mata Atlântica
4312955;NOVA BOA VISTA;Pampa
5106208;NOVA BRASILÂNDIA;Cerrado
1100148;NOVA BRASILÂNDIA D'OESTE;Amazônia
4313003;NOVA BRÉSCIA;Mata Atlântica
3532827;NOVA CAMPINA;Cerrado
3532827;NOVA CAMPINA;Mata Atlântica
2922706;NOVA CANAÃ;Mata Atlântica
5106216;NOVA CANAÃ DO NORTE;Amazônia
3532843;NOVA CANAÃ PAULISTA;Mata Atlântica
4313011;NOVA CANDELÁRIA;Mata Atlântica
4116802;NOVA CANTU;Mata Atlântica
3532868;NOVA CASTILHO;Mata Atlântica
2107258;NOVA COLINAS;Cerrado
5214838;NOVA CRIXÁS;Cerrado
2408300;NOVA CRUZ;Caatinga
3144706;NOVA ERA;Mata Atlântica
4211405;NOVA ERECHIM;Mata Atlântica
4116901;NOVA ESPERANÇA;Mata Atlântica
1504950;NOVA ESPERANÇA DO PIRIÁ;Amazônia
4116950;NOVA ESPERANÇA DO SUDOESTE;Mata Atlântica
4313037;NOVA ESPERANÇA DO SUL;Mata Atlântica
4313037;NOVA ESPERANÇA DO SUL;Pampa
3532900;NOVA EUROPA;Cerrado
3532900;NOVA EUROPA;Mata Atlântica
2922730;NOVA FÁTIMA;Caatinga
4117008;NOVA FÁTIMA;Mata Atlântica
2510105;NOVA FLORESTA;Caatinga
3303401;NOVA FRIBURGO;Mata Atlântica
5214861;NOVA GLÓRIA;Cerrado
3533007;NOVA GRANADA;Cerrado
3533007;NOVA GRANADA;Mata Atlântica
5108808;NOVA GUARITA;Amazônia
3533106;NOVA GUATAPORANGA;Mata Atlântica
4313060;NOVA HARTZ;Mata Atlântica
2922755;NOVA IBIÁ;Mata Atlântica
3303500;NOVA IGUAÇU;Mata Atlântica
5214879;NOVA IGUAÇU DE GOIÁS;Cerrado
3533205;NOVA INDEPENDÊNCIA;Mata Atlântica
2107308;NOVA IORQUE;Cerrado
1504976;NOVA IPIXUNA;Amazônia
4211454;NOVA ITABERABA;Mata Atlântica
2922805;NOVA ITARANA;Caatinga
2922805;NOVA ITARANA;Mata Atlântica
5106182;NOVA LACERDA;Amazônia
5106182;NOVA LACERDA;Cerrado
4117057;NOVA LARANJEIRAS;Mata Atlântica
3144805;NOVA LIMA;Mata Atlântica
4117107;NOVA LONDRINA;Mata Atlântica
3533304;NOVA LUZITÂNIA;Mata Atlântica
1100338;NOVA MAMORÉ;Amazônia
5108857;NOVA MARILÂNDIA;Amazônia
5108857;NOVA MARILÂNDIA;Cerrado
5108907;NOVA MARINGÁ;Amazônia
5108907;NOVA MARINGÁ;Cerrado
3144904;NOVA MÓDICA;Mata Atlântica
5108956;NOVA MONTE VERDE;Amazônia
5106224;NOVA MUTUM;Amazônia
5106224;NOVA MUTUM;Cerrado
5106174;NOVA NAZARÉ;Cerrado
3533403;NOVA ODESSA;Mata Atlântica
4117206;NOVA OLÍMPIA;Mata Atlântica
5106232;NOVA OLÍMPIA;Amazônia
1714880;NOVA OLINDA;Amazônia
1714880;NOVA OLINDA;Cerrado
2510204;NOVA OLINDA;Caatinga
2309201;NOVA OLINDA;Caatinga
2107357;NOVA OLINDA DO MARANHÃO;Amazônia
1303106;NOVA OLINDA DO NORTE;Amazônia
4313086;NOVA PÁDUA;Mata Atlântica
4313102;NOVA PALMA;Mata Atlântica
4313102;NOVA PALMA;Pampa
2510303;NOVA PALMEIRA;Caatinga
4313201;NOVA PETRÓPOLIS;Mata Atlântica
3145000;NOVA PONTE;Cerrado
3145059;NOVA PORTEIRINHA;Caatinga
4313300;NOVA PRATA;Mata Atlântica
4117255;NOVA PRATA DO IGUAÇU;Mata Atlântica
4313334;NOVA RAMADA;Mata Atlântica
4313334;NOVA RAMADA;Pampa
2922854;NOVA REDENÇÃO;Caatinga
3145109;NOVA RESENDE;Mata Atlântica
5214903;NOVA ROMA;Cerrado
4313359;NOVA ROMA DO SUL;Mata Atlântica
1715002;NOVA ROSALÂNDIA;Cerrado
2309300;NOVA RUSSAS;Caatinga
4117214;NOVA SANTA BÁRBARA;Mata Atlântica
5106190;NOVA SANTA HELENA;Amazônia
2207959;NOVA SANTA RITA;Caatinga
4313375;NOVA SANTA RITA;Mata Atlântica
4313375;NOVA SANTA RITA;Pampa
4117222;NOVA SANTA ROSA;Mata Atlântica
3145208;NOVA SERRANA;Cerrado
2922904;NOVA SOURE;Caatinga
4117271;NOVA TEBAS;Mata Atlântica
1505007;NOVA TIMBOTEUA;Amazônia
4211504;NOVA TRENTO;Mata Atlântica
5106240;NOVA UBIRATÃ;Amazônia
5106240;NOVA UBIRATÃ;Cerrado
3136603;NOVA UNIÃO;Cerrado
3136603;NOVA UNIÃO;Mata Atlântica
1101435;NOVA UNIÃO;Amazônia
3203908;NOVA VENÉCIA;Mata Atlântica
4211603;NOVA VENEZA;Mata Atlântica
5215009;NOVA VENEZA;Cerrado
2923001;NOVA VIÇOSA;Mata Atlântica
5106257;NOVA XAVANTINA;Cerrado
3533254;NOVAIS;Mata Atlântica
1715101;NOVO ACORDO;Cerrado
1303205;NOVO AIRÃO;Amazônia
1715150;NOVO ALEGRE;Cerrado
1303304;NOVO ARIPUANÃ;Amazônia
4313490;NOVO BARREIRO;Mata Atlântica
4313490;NOVO BARREIRO;Pampa
5215207;NOVO BRASIL;Cerrado
4313391;NOVO CABRAIS;Mata Atlântica
4313391;NOVO CABRAIS;Pampa
3145307;NOVO CRUZEIRO;Cerrado
3145307;NOVO CRUZEIRO;Mata Atlântica
5215231;NOVO GAMA;Cerrado
4313409;NOVO HAMBURGO;Mata Atlântica
4211652;NOVO HORIZONTE;Mata Atlântica
2923035;NOVO HORIZONTE;Caatinga
3533502;NOVO HORIZONTE;Mata Atlântica
5106273;NOVO HORIZONTE DO NORTE;Amazônia
1100502;NOVO HORIZONTE DO OESTE;Amazônia
5006259;NOVO HORIZONTE DO SUL;Mata Atlântica
4117297;NOVO ITACOLOMI;Mata Atlântica
1715259;NOVO JARDIM;Cerrado
2705606;NOVO LINO;Mata Atlântica
4313425;NOVO MACHADO;Mata Atlântica
5106265;NOVO MUNDO;Amazônia
2309409;NOVO ORIENTE;Caatinga
3145356;NOVO ORIENTE DE MINAS;Mata Atlântica
2206902;NOVO ORIENTE DO PIAUÍ;Caatinga
2206902;NOVO ORIENTE DO PIAUÍ;Cerrado
5215256;NOVO PLANALTO;Cerrado
1505031;NOVO PROGRESSO;Amazônia
1505064;NOVO REPARTIMENTO;Amazônia
5106315;NOVO SANTO ANTÔNIO;Amazônia
5106315;NOVO SANTO ANTÔNIO;Cerrado
2206951;NOVO SANTO ANTÔNIO;Cerrado
5106281;NOVO SÃO JOAQUIM;Cerrado
4313441;NOVO TIRADENTES;Mata Atlântica
2923050;NOVO TRIUNFO;Caatinga
4313466;NOVO XINGU;Mata Atlântica
3145372;NOVORIZONTE;Cerrado
3145372;NOVORIZONTE;Mata Atlântica
3533601;NUPORANGA;Cerrado
3533601;NUPORANGA;Mata Atlântica
1505106;ÓBIDOS;Amazônia
2309458;OCARA;Caatinga
3533700;OCAUÇU;Cerrado
3533700;OCAUÇU;Mata Atlântica
2207009;OEIRAS;Caatinga
2207009;OEIRAS;Cerrado
1505205;OEIRAS DO PARÁ;Amazônia
1600501;OIAPOQUE;Amazônia
3145406;OLARIA;Mata Atlântica
3533809;ÓLEO;Cerrado
3533809;ÓLEO;Mata Atlântica
2510402;OLHO D'ÁGUA;Caatinga
2107407;OLHO D'ÁGUA DAS CUNHÃS;Amazônia
2705705;OLHO D'ÁGUA DAS FLORES;Caatinga
2408409;OLHO D'ÁGUA DO BORGES;Caatinga
2705804;OLHO D'ÁGUA DO CASADO;Caatinga
2207108;OLHO D'ÁGUA DO PIAUÍ;Cerrado
2705903;OLHO D'ÁGUA GRANDE;Caatinga
3145455;OLHOS-D'ÁGUA;Cerrado
3533908;OLÍMPIA;Cerrado
3533908;OLÍMPIA;Mata Atlântica
3145505;OLÍMPIO NORONHA;Mata Atlântica
2609600;OLINDA;Mata Atlântica
2107456;OLINDA NOVA DO MARANHÃO;Amazônia
2923100;OLINDINA;Caatinga
2510501;OLIVEDOS;Caatinga
3145604;OLIVEIRA;Mata Atlântica
1715507;OLIVEIRA DE FÁTIMA;Cerrado
2923209;OLIVEIRA DOS BREJINHOS;Caatinga
2923209;OLIVEIRA DOS BREJINHOS;Cerrado
3145703;OLIVEIRA FORTES;Mata Atlântica
2706000;OLIVENÇA;Caatinga
3145802;ONÇA DE PITANGUI;Cerrado
3145802;ONÇA DE PITANGUI;Mata Atlântica
3534005;ONDA VERDE;Mata Atlântica
3145851;ORATÓRIOS;Mata Atlântica
3534104;ORIENTE;Mata Atlântica
3534203;ORINDIÚVA;Cerrado
3534203;ORINDIÚVA;Mata Atlântica
1505304;ORIXIMINÁ;Amazônia
3145877;ORIZÂNIA;Mata Atlântica
5215306;ORIZONA;Cerrado
3534302;ORLÂNDIA;Cerrado
3534302;ORLÂNDIA;Mata Atlântica
4211702;ORLEANS;Mata Atlântica
2609709;OROBÓ;Caatinga
2609709;OROBÓ;Mata Atlântica
2609808;OROCÓ;Caatinga
2309508;ORÓS;Caatinga
4117305;ORTIGUEIRA;Mata Atlântica
3534401;OSASCO;Mata Atlântica
3534500;OSCAR BRESSANE;Cerrado
3534500;OSCAR BRESSANE;Mata Atlântica
4313508;OSÓRIO;Mata Atlântica
4313508;OSÓRIO;Pampa
3534609;OSVALDO CRUZ;Mata Atlântica
4211751;OTACÍLIO COSTA;Mata Atlântica
1505403;OURÉM;Amazônia
2923308;OURIÇANGAS;Mata Atlântica
2609907;OURICURI;Caatinga
1505437;OURILÂNDIA DO NORTE;Amazônia
3534708;OURINHOS;Mata Atlântica
4117404;OURIZONA;Mata Atlântica
4211801;OURO;Mata Atlântica
2408508;OURO BRANCO;Caatinga
3145901;OURO BRANCO;Mata Atlântica
2706109;OURO BRANCO;Caatinga
3146008;OURO FINO;Mata Atlântica
3146107;OURO PRETO;Mata Atlântica
1100155;OURO PRETO DO OESTE;Amazônia
2510600;OURO VELHO;Caatinga
3534807;OURO VERDE;Mata Atlântica
4211850;OURO VERDE;Mata Atlântica
5215405;OURO VERDE DE GOIÁS;Cerrado
3146206;OURO VERDE DE MINAS;Mata Atlântica
4117453;OURO VERDE DO OESTE;Mata Atlântica
3534757;OUROESTE;Mata Atlântica
2923357;OUROLÂNDIA;Caatinga
5215504;OUVIDOR;Cerrado
3534906;PACAEMBU;Mata Atlântica
1505486;PACAJÁ;Amazônia
2309607;PACAJUS;Caatinga
1400456;PACARAIMA;Amazônia
2804904;PACATUBA;Mata Atlântica
2309706;PACATUBA;Caatinga
2107506;PAÇO DO LUMIAR;Amazônia
2309805;PACOTI;Caatinga
2309904;PACUJÁ;Caatinga
5215603;PADRE BERNARDO;Cerrado
3146255;PADRE CARVALHO;Cerrado
2207207;PADRE MARCOS;Caatinga
3146305;PADRE PARAÍSO;Mata Atlântica
2207306;PAES LANDIM;Caatinga
3146552;PAI PEDRO;Caatinga
4211876;PAIAL;Mata Atlântica
4117503;PAIÇANDU;Mata Atlântica
4313607;PAIM FILHO;Mata Atlântica
3146404;PAINEIRAS;Cerrado
4211892;PAINEL;Mata Atlântica
3146503;PAINS;Cerrado
3146602;PAIVA;Mata Atlântica
2207355;PAJEÚ DO PIAUÍ;Caatinga
2706208;PALESTINA;Caatinga
3535002;PALESTINA;Cerrado
3535002;PALESTINA;Mata Atlântica
5215652;PALESTINA DE GOIÁS;Cerrado
1505494;PALESTINA DO PARÁ;Amazônia
2310001;PALHANO;Caatinga
4211900;PALHOÇA;Mata Atlântica
4211900;PALHOÇA;Mata Atlântica
4211900;PALHOÇA;Mata Atlântica
3146701;PALMA;Mata Atlântica
4212007;PALMA SOLA;Mata Atlântica
2310100;PALMÁCIA;Caatinga
2610004;PALMARES;Mata Atlântica
4313656;PALMARES DO SUL;Pampa
3535101;PALMARES PAULISTA;Mata Atlântica
1721000;PALMAS;Cerrado
4117602;PALMAS;Mata Atlântica
2923407;PALMAS DE MONTE ALTO;Caatinga
4117701;PALMEIRA;Mata Atlântica
4212056;PALMEIRA;Mata Atlântica
3535200;PALMEIRA D'OESTE;Mata Atlântica
4313706;PALMEIRA DAS MISSÕES;Mata Atlântica
4313706;PALMEIRA DAS MISSÕES;Pampa
2207405;PALMEIRA DO PIAUÍ;Cerrado
2706307;PALMEIRA DOS ÍNDIOS;Caatinga
2706307;PALMEIRA DOS ÍNDIOS;Mata Atlântica
2207504;PALMEIRAIS;Cerrado
2107605;PALMEIRÂNDIA;Amazônia
1715705;PALMEIRANTE;Cerrado
2923506;PALMEIRAS;Caatinga
5215702;PALMEIRAS DE GOIÁS;Cerrado
1713809;PALMEIRAS DO TOCANTINS;Cerrado
2610103;PALMEIRINA;Mata Atlântica
1715754;PALMEIRÓPOLIS;Cerrado
5215801;PALMELO;Cerrado
5215900;PALMINÓPOLIS;Cerrado
4117800;PALMITAL;Mata Atlântica
3535309;PALMITAL;Cerrado
3535309;PALMITAL;Mata Atlântica
4313805;PALMITINHO;Mata Atlântica
4212106;PALMITOS;Mata Atlântica
3146750;PALMÓPOLIS;Mata Atlântica
4117909;PALOTINA;Mata Atlântica
5216007;PANAMÁ;Cerrado
4313904;PANAMBI;Mata Atlântica
4313904;PANAMBI;Pampa
3204005;PANCAS;Mata Atlântica
2610202;PANELAS;Caatinga
2610202;PANELAS;Mata Atlântica
3535408;PANORAMA;Mata Atlântica
4313953;PANTANO GRANDE;Pampa
2706406;PÃO DE AÇÚCAR;Caatinga
3146909;PAPAGAIOS;Cerrado
3146909;PAPAGAIOS;Mata Atlântica
4212205;PAPANDUVA;Mata Atlântica
2207553;PAQUETÁ;Caatinga
3147105;PARÁ DE MINAS;Cerrado
3147105;PARÁ DE MINAS;Mata Atlântica
3303609;PARACAMBI;Mata Atlântica
3147006;PARACATU;Cerrado
2310209;PARACURU;Caatinga
1505502;PARAGOMINAS;Amazônia
3147204;PARAGUAÇU;Mata Atlântica
3535507;PARAGUAÇU PAULISTA;Cerrado
3535507;PARAGUAÇU PAULISTA;Mata Atlântica
3303708;PARAÍBA DO SUL;Mata Atlântica
2107704;PARAIBANO;Cerrado
3535606;PARAIBUNA;Mata Atlântica
2310258;PARAIPABA;Caatinga
4314001;PARAÍ;Mata Atlântica
3535705;PARAÍSO;Mata Atlântica
4212239;PARAÍSO;Mata Atlântica
5006275;PARAÍSO DAS ÁGUAS;Cerrado
4118006;PARAÍSO DO NORTE;Mata Atlântica
4314027;PARAÍSO DO SUL;Mata Atlântica
4314027;PARAÍSO DO SUL;Pampa
1716109;PARAÍSO DO TOCANTINS;Cerrado
3147303;PARAISÓPOLIS;Mata Atlântica
2310308;PARAMBU;Caatinga
2923605;PARAMIRIM;Caatinga
2923605;PARAMIRIM;Cerrado
2310407;PARAMOTI;Caatinga
4118105;PARANACITY;Mata Atlântica
4118204;PARANAGUÁ;Mata Atlântica
5006309;PARANAÍBA;Cerrado
5006309;PARANAÍBA;Mata Atlântica
5216304;PARANAIGUARA;Cerrado
5216304;PARANAIGUARA;Mata Atlântica
5106299;PARANAÍTA;Amazônia
3535804;PARANAPANEMA;Cerrado
3535804;PARANAPANEMA;Mata Atlântica
4118303;PARANAPOEMA;Mata Atlântica
3535903;PARANAPUÃ;Mata Atlântica
2610301;PARANATAMA;Caatinga
5106307;PARANATINGA;Amazônia
5106307;PARANATINGA;Cerrado
4118402;PARANAVAÍ;Mata Atlântica
2408607;PARANÁ;Caatinga
1716208;PARANÃ;Cerrado
5006358;PARANHOS;Cerrado
5006358;PARANHOS;Mata Atlântica
3147402;PARAOPEBA;Cerrado
3536000;PARAPUÃ;Mata Atlântica
2510659;PARARI;Caatinga
2923704;PARATINGA;Caatinga
2923704;PARATINGA;Cerrado
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
3303807;PARATY;Mata Atlântica
1505536;PARAUAPEBAS;Amazônia
2408706;PARAÚ;Caatinga
5216403;PARAÚNA;Cerrado
2408805;PARAZINHO;Caatinga
3536109;PARDINHO;Cerrado
3536109;PARDINHO;Mata Atlântica
4314035;PARECI NOVO;Mata Atlântica
1101450;PARECIS;Amazônia
2408904;PARELHAS;Caatinga
2706422;PARICONHA;Caatinga
1303403;PARINTINS;Amazônia
2923803;PARIPIRANGA;Caatinga
2706448;PARIPUEIRA;Mata Atlântica
3536208;PARIQUERA-AÇU;Mata Atlântica
3536257;PARISI;Cerrado
3536257;PARISI;Mata Atlântica
2207603;PARNAGUÁ;Caatinga
2207603;PARNAGUÁ;Cerrado
2207702;PARNAÍBA;Caatinga
2207702;PARNAÍBA;Cerrado
2403251;PARNAMIRIM;Caatinga
2403251;PARNAMIRIM;Mata Atlântica
2610400;PARNAMIRIM;Caatinga
2107803;PARNARAMA;Cerrado
4314050;PAROBÉ;Mata Atlântica
2409100;PASSA E FICA;Caatinga
3147600;PASSA QUATRO;Mata Atlântica
4314068;PASSA SETE;Mata Atlântica
3147709;PASSA TEMPO;Mata Atlântica
3147808;PASSA VINTE;Mata Atlântica
3147501;PASSABÉM;Mata Atlântica
2510709;PASSAGEM;Caatinga
2409209;PASSAGEM;Caatinga
2107902;PASSAGEM FRANCA;Cerrado
2207751;PASSAGEM FRANCA DO PIAUÍ;Cerrado
2610509;PASSIRA;Caatinga
2610509;PASSIRA;Mata Atlântica
2706505;PASSO DE CAMARAGIBE;Mata Atlântica
4212254;PASSO DE TORRES;Mata Atlântica
4314076;PASSO DO SOBRADO;Mata Atlântica
4314076;PASSO DO SOBRADO;Pampa
4314100;PASSO FUNDO;Mata Atlântica
4314100;PASSO FUNDO;Pampa
3147907;PASSOS;Cerrado
3147907;PASSOS;Mata Atlântica
4212270;PASSOS MAIA;Mata Atlântica
2108009;PASTOS BONS;Cerrado
3147956;PATIS;Caatinga
3147956;PATIS;Cerrado
4118451;PATO BRAGADO;Mata Atlântica
4118501;PATO BRANCO;Mata Atlântica
2510808;PATOS;Caatinga
3148004;PATOS DE MINAS;Cerrado
2207777;PATOS DO PIAUÍ;Caatinga
3148103;PATROCÍNIO;Cerrado
3148202;PATROCÍNIO DO MURIAÉ;Mata Atlântica
3536307;PATROCÍNIO PAULISTA;Cerrado
3536307;PATROCÍNIO PAULISTA;Mata Atlântica
2409308;PATU;Caatinga
3303856;PATY DO ALFERES;Mata Atlântica
2923902;PAU BRASIL;Mata Atlântica
1716307;PAU D'ARCO;Amazônia
1716307;PAU D'ARCO;Cerrado
1505551;PAU D'ARCO;Amazônia
1505551;PAU D'ARCO;Cerrado
2207793;PAU D'ARCO DO PIAUÍ;Cerrado
2409407;PAU DOS FERROS;Caatinga
2610608;PAUDALHO;Mata Atlântica
1303502;PAUINI;Amazônia
3148301;PAULA CÂNDIDO;Mata Atlântica
4118600;PAULA FREITAS;Mata Atlântica
3536406;PAULICÉIA;Mata Atlântica
3536505;PAULÍNIA;Mata Atlântica
2108058;PAULINO NEVES;Cerrado
2510907;PAULISTA;Caatinga
2610707;PAULISTA;Mata Atlântica
2207801;PAULISTANA;Caatinga
3536570;PAULISTÂNIA;Cerrado
3148400;PAULISTAS;Mata Atlântica
2924009;PAULO AFONSO;Caatinga
4314134;PAULO BENTO;Mata Atlântica
4314134;PAULO BENTO;Pampa
3536604;PAULO DE FARIA;Cerrado
3536604;PAULO DE FARIA;Mata Atlântica
4118709;PAULO FRONTIN;Mata Atlântica
2706604;PAULO JACINTO;Mata Atlântica
4212304;PAULO LOPES;Mata Atlântica
4212304;PAULO LOPES;Mata Atlântica
2108108;PAULO RAMOS;Amazônia
2108108;PAULO RAMOS;Cerrado
3148509;PAVÃO;Mata Atlântica
4314159;PAVERAMA;Mata Atlântica
2207850;PAVUSSU;Caatinga
2924058;PÉ DE SERRA;Caatinga
4118808;PEABIRU;Mata Atlântica
3148608;PEÇANHA;Mata Atlântica
3536703;PEDERNEIRAS;Cerrado
3536703;PEDERNEIRAS;Mata Atlântica
2610806;PEDRA;Caatinga
3148707;PEDRA AZUL;Mata Atlântica
3536802;PEDRA BELA;Mata Atlântica
3148756;PEDRA BONITA;Mata Atlântica
2511004;PEDRA BRANCA;Caatinga
2310506;PEDRA BRANCA;Caatinga
1600154;PEDRA BRANCA DO AMAPARI;Amazônia
3148806;PEDRA DO ANTA;Mata Atlântica
3148905;PEDRA DO INDAIÁ;Mata Atlântica
3149002;PEDRA DOURADA;Mata Atlântica
2409506;PEDRA GRANDE;Caatinga
2511103;PEDRA LAVRADA;Caatinga
2805000;PEDRA MOLE;Caatinga
2409605;PEDRA PRETA;Caatinga
5106372;PEDRA PRETA;Cerrado
3149101;PEDRALVA;Mata Atlântica
3536901;PEDRANÓPOLIS;Cerrado
3536901;PEDRANÓPOLIS;Mata Atlântica
2924108;PEDRÃO;Mata Atlântica
4314175;PEDRAS ALTAS;Pampa
2511202;PEDRAS DE FOGO;Mata Atlântica
3149150;PEDRAS DE MARIA DA CRUZ;Caatinga
3149150;PEDRAS DE MARIA DA CRUZ;Cerrado
4212403;PEDRAS GRANDES;Mata Atlântica
3537008;PEDREGULHO;Cerrado
3537008;PEDREGULHO;Mata Atlântica
3537107;PEDREIRA;Mata Atlântica
2108207;PEDREIRAS;Cerrado
2805109;PEDRINHAS;Mata Atlântica
3537156;PEDRINHAS PAULISTA;Mata Atlântica
3149200;PEDRINÓPOLIS;Cerrado
1716505;PEDRO AFONSO;Cerrado
2924207;PEDRO ALEXANDRE;Caatinga
2409704;PEDRO AVELINO;Caatinga
3204054;PEDRO CANÁRIO;Mata Atlântica
3537206;PEDRO DE TOLEDO;Mata Atlântica
2108256;PEDRO DO ROSÁRIO;Amazônia
5006408;PEDRO GOMES;Cerrado
2207900;PEDRO II;Caatinga
2207900;PEDRO II;Cerrado
2207934;PEDRO LAURENTINO;Caatinga
3149309;PEDRO LEOPOLDO;Cerrado
4314209;PEDRO OSÓRIO;Pampa
2512721;PEDRO RÉGIS;Caatinga
3149408;PEDRO TEIXEIRA;Mata Atlântica
2409803;PEDRO VELHO;Caatinga
2409803;PEDRO VELHO;Mata Atlântica
1716604;PEIXE;Cerrado
1505601;PEIXE-BOI;Amazônia
5106422;PEIXOTO DE AZEVEDO;Amazônia
4314308;PEJUÇARA;Mata Atlântica
4314308;PEJUÇARA;Pampa
4314407;PELOTAS;Pampa
2310605;PENAFORTE;Caatinga
2108306;PENALVA;Amazônia
3537305;PENÁPOLIS;Mata Atlântica
2409902;PENDÊNCIAS;Caatinga
2706703;PENEDO;Mata Atlântica
4212502;PENHA;Mata Atlântica
4212502;PENHA;Mata Atlântica
2310704;PENTECOSTE;Caatinga
3149507;PEQUERI;Mata Atlântica
3149606;PEQUI;Cerrado
3149606;PEQUI;Mata Atlântica
1716653;PEQUIZEIRO;Amazônia
1716653;PEQUIZEIRO;Cerrado
3149705;PERDIGÃO;Cerrado
3149705;PERDIGÃO;Mata Atlântica
3149804;PERDIZES;Cerrado
3149903;PERDÕES;Mata Atlântica
3537404;PEREIRA BARRETO;Mata Atlântica
3537503;PEREIRAS;Mata Atlântica
2310803;PEREIRO;Caatinga
2108405;PERI MIRIM;Amazônia
3149952;PERIQUITO;Mata Atlântica
4212601;PERITIBA;Mata Atlântica
2108454;PERITORÓ;Cerrado
4118857;PEROBAL;Mata Atlântica
4118907;PÉROLA;Mata Atlântica
4119004;PÉROLA D'OESTE;Mata Atlântica
5216452;PEROLÂNDIA;Cerrado
3537602;PERUÍBE;Mata Atlântica
3537602;PERUÍBE;Mata Atlântica
3537602;PERUÍBE;Mata Atlântica
3150000;PESCADOR;Mata Atlântica
4212650;PESCARIA BRAVA;Mata Atlântica
2610905;PESQUEIRA;Caatinga
4212700;PETROLÂNDIA;Mata Atlântica
2611002;PETROLÂNDIA;Caatinga
2611101;PETROLINA;Caatinga
5216809;PETROLINA DE GOIÁS;Cerrado
3303906;PETRÓPOLIS;Mata Atlântica
2706802;PIAÇABUÇU;Mata Atlântica
3537701;PIACATU;Mata Atlântica
2511301;PIANCÓ;Caatinga
2924306;PIATÃ;Caatinga
3150109;PIAU;Mata Atlântica
4314423;PICADA CAFÉ;Mata Atlântica
1505635;PIÇARRA;Amazônia
2208007;PICOS;Caatinga
2511400;PICUÍ;Caatinga
3537800;PIEDADE;Mata Atlântica
3150158;PIEDADE DE CARATINGA;Mata Atlântica
3150208;PIEDADE DE PONTE NOVA;Mata Atlântica
3150307;PIEDADE DO RIO GRANDE;Mata Atlântica
3150406;PIEDADE DOS GERAIS;Mata Atlântica
4119103;PIÊN;Mata Atlântica
2924405;PILÃO ARCADO;Caatinga
2924405;PILÃO ARCADO;Cerrado
2706901;PILAR;Mata Atlântica
2511509;PILAR;Caatinga
2511509;PILAR;Mata Atlântica
5216908;PILAR DE GOIÁS;Cerrado
3537909;PILAR DO SUL;Mata Atlântica
2511608;PILÕES;Caatinga
2410009;PILÕES;Caatinga
2511707;PILÕEZINHOS;Caatinga
3150505;PIMENTA;Cerrado
1100189;PIMENTA BUENO;Amazônia
2208106;PIMENTEIRAS;Caatinga
2208106;PIMENTEIRAS;Cerrado
1101468;PIMENTEIRAS DO OESTE;Amazônia
2924504;PINDAÍ;Caatinga
2924504;PINDAÍ;Cerrado
3538006;PINDAMONHANGABA;Mata Atlântica
2108504;PINDARÉ-MIRIM;Amazônia
2707008;PINDOBA;Mata Atlântica
2924603;PINDOBAÇU;Caatinga
3538105;PINDORAMA;Mata Atlântica
